A_Index;AnzahlZimmer;Ausbaustufe;Baeder;BaederUG;Baujahr;Bebauungsdichte;Besonderheiten;Dachtyp;EG_qm;Fassadenqual;Fassadenzustand;Garagen;Gesamteindruck;Grundstueck_qm;Kamine;KellerQual;Keller_qm;Kellerhoehe;Lage;ToilettenEG;ToilettenUG;Typ;Umgebaut;Verkaufsjahr;Verkaufsmonat;Wohnflaeche_qm;Z_Verkaufspreis
921;3;1 Ebene;2;0.0;1985;Niedrig;;Satteldach;102.0;Durchschnitt;Durchschnitt;2.0;2.0;1013.0;0;2;102.0;Durchschnitt;Wangen;0;0.0;Freistehend;1985;2013.0;6;102.0;139500.0
1519;3;2 Ebenen;1;0.0;1981;Mittel;;Satteldach;50.0;Durchschnitt;Durchschnitt;1.0;2.0;228.0;0;4;50.0;Durchschnitt;Untertuerkheim;1;0.0;Reihenhaus;1981;2020.0;8;101.0;104221.0
1990;3;1 Ebene;1;1.0;1965;Niedrig;;Satteldach;101.0;Durchschnitt;Durchschnitt;1.0;2.0;757.0;1;5;101.0;Gut;NeuStuttgart_Nord;0;0.0;Freistehend;1965;2020.0;9;101.0;148042.0
2263;3;2 Ebenen;2;0.0;1926;Mittel;;Satteldach;75.0;Schlecht;Schlecht;0.0;2.0;1051.0;0;5;49.0;Durchschnitt;Stammheim;0;0.0;Doppelhaus;1961;2017.0;5;124.0;86729.0
2078;4;2 Ebenen;2;0.0;2009;Niedrig;;Satteldach;103.0;Gut;Durchschnitt;3.0;2.0;1081.0;1;3;99.0;Gut;NeuStuttgart_Sued;1;0.0;Freistehend;2009;2015.0;5;221.0;245306.0
1778;3;1 Ebene;1;0.0;1981;Niedrig;;Satteldach;80.0;Durchschnitt;Durchschnitt;1.0;2.0;938.0;0;1;80.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1981;2014.0;7;80.0;108622.0
1829;2;1 Ebene;2;0.0;1966;Niedrig;;Satteldach;107.0;Durchschnitt;Durchschnitt;0.0;1.0;690.0;0;4;0.0;;NeuStuttgart_Nord;0;0.0;Doppelhaus;1966;2016.0;9;107.0;62261.0
1801;3;1 Ebene;1;1.0;1965;Niedrig;;Flachdach;98.0;Durchschnitt;Durchschnitt;1.0;2.0;821.0;0;5;98.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1965;2020.0;2;98.0;155148.0
1543;4;2 Ebenen;2;0.0;2010;Niedrig;;Satteldach;93.0;Gut;Durchschnitt;2.0;3.0;888.0;1;1;90.0;Gut;NeuStuttgart_Mitte;1;0.0;Freistehend;2010;2014.0;2;213.0;215280.0
1626;3;Sonstige;1;1.0;1972;Niedrig;;Satteldach;92.0;Sehr gut;Durchschnitt;2.0;4.0;1216.0;0;3;87.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;2018;2017.0;7;92.0;187832.0
1058;3;2 Ebenen;2;0.0;1978;Niedrig;;Flachdach;107.0;Durchschnitt;Durchschnitt;2.0;2.0;2871.0;0;2;94.0;Durchschnitt;Degerloch;1;1.0;Freistehend;1978;2020.0;6;197.0;219102.0
2503;2;1 Ebene;2;0.0;2016;Niedrig;;Satteldach;106.0;Gut;Durchschnitt;2.0;2.0;324.0;1;2;106.0;Gut;Muenster;0;0.0;Reihenhaus;2017;2019.0;9;106.0;182433.0
2743;3;1,5 Ebenen;2;0.0;1960;Niedrig;;Satteldach;94.0;Durchschnitt;Gut;2.0;3.0;1740.0;1;3;72.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1961;2021.0;1;144.0;212470.0
1995;3;1 Ebene;1;0.0;1936;Mittel;;Satteldach;94.0;Durchschnitt;Durchschnitt;1.0;2.0;625.0;0;2;71.0;Durchschnitt;Botnang;0;0.0;Freistehend;1961;2013.0;7;94.0;79200.0
2622;3;1 Ebene;1;0.0;1965;Niedrig;;Satteldach;104.0;Durchschnitt;Durchschnitt;0.0;2.0;852.0;1;4;0.0;;NeuStuttgart_Nord;0;0.0;Freistehend;1965;2014.0;4;104.0;87048.0
2581;1;1 Ebene;1;1.0;2016;Niedrig;;Satteldach;121.0;Gut;Durchschnitt;2.0;3.0;397.0;1;1;121.0;Gut;NeuStuttgart_Sued;1;0.0;;2017;2015.0;5;121.0;194688.0
2480;3;1,5 Ebenen;1;0.0;1937;Mittel;;Satteldach;76.0;Durchschnitt;Durchschnitt;1.0;3.0;414.0;0;3;76.0;Durchschnitt;Birkach;0;0.0;Freistehend;2015;2020.0;12;113.0;136198.0
1332;3;1 Ebene;2;1.0;1970;Niedrig;;Satteldach;176.0;Gut;Gut;2.0;4.0;1763.0;2;2;176.0;Gut;Moehringen;0;0.0;Freistehend;2013;2021.0;5;176.0;412623.0
1979;1;Sonstige;1;1.0;2001;Niedrig;;Satteldach;98.0;Gut;Durchschnitt;2.0;3.0;1090.0;0;5;98.0;Gut;Plieningen;1;0.0;Freistehend;2002;2020.0;7;98.0;191862.0
879;3;Sonstige;1;1.0;1973;Niedrig;;Satteldach;92.0;Durchschnitt;Durchschnitt;1.0;2.0;1024.0;0;2;86.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1973;2014.0;5;92.0;125892.0
2279;1;1 Ebene;1;1.0;2014;Mittel;;Satteldach;78.0;Gut;Durchschnitt;2.0;2.0;445.0;0;4;78.0;Gut;Bad Cannstatt;0;0.0;Reihenhaus;2014;2013.0;4;78.0;119700.0
766;2;1 Ebene;1;0.0;1965;Niedrig;;Satteldach;77.0;Durchschnitt;Gut;1.0;2.0;548.0;0;4;77.0;Durchschnitt;Birkach;0;0.0;Freistehend;2011;2013.0;8;77.0;105300.0
2388;3;2 Ebenen;1;0.0;1983;Mittel;;Satteldach;50.0;Durchschnitt;Durchschnitt;1.0;2.0;160.0;0;4;50.0;Durchschnitt;Untertuerkheim;1;0.0;;1983;2015.0;5;101.0;83229.0
1480;3;1,5 Ebenen;1;1.0;1936;Niedrig;;Satteldach;83.0;Durchschnitt;Gut;2.0;2.0;1645.0;1;1;83.0;Durchschnitt;NeuStuttgart_Nord;0;0.0;Freistehend;1961;2015.0;7;125.0;118759.0
2254;3;1 Ebene;2;0.0;2012;Seelage;;Satteldach;145.0;Gut;Durchschnitt;2.0;3.0;731.0;1;2;145.0;Gut;Wangen;0;0.0;Freistehend;2013;2013.0;9;145.0;198900.0
2118;4;2 Ebenen;2;1.0;2012;Niedrig;;Satteldach;142.0;Gut;Durchschnitt;2.0;3.0;1281.0;1;5;142.0;Gut;Bad Cannstatt;1;0.0;Freistehend;2012;2016.0;1;226.0;278403.0
740;3;2 Ebenen;1;1.0;1948;Niedrig;;Satteldach;117.0;Durchschnitt;Gut;2.0;3.0;1292.0;2;2;93.0;Durchschnitt;Sillenbuch;1;0.0;Freistehend;1991;2016.0;4;210.0;221710.0
2763;4;2 Ebenen;2;1.0;2004;Niedrig;;Flachdach;103.0;Gut;Durchschnitt;3.0;2.0;1016.0;1;4;100.0;Gut;NeuStuttgart_Sued;1;0.0;Freistehend;2005;2018.0;7;204.0;314808.0
118;4;2 Ebenen;2;0.0;1988;Mittel;;Satteldach;86.0;Durchschnitt;Durchschnitt;1.0;3.0;276.0;1;3;70.0;Durchschnitt;Untertuerkheim;0;0.0;Reihenhaus;1988;2013.0;7;137.0;114300.0
1559;2;1 Ebene;1;1.0;1964;Niedrig;;Flachdach;124.0;Durchschnitt;Durchschnitt;1.0;2.0;1582.0;2;5;108.0;Durchschnitt;Moehringen;0;0.0;Doppelhaus;1964;2013.0;6;124.0;141300.0
2003;3;2 Ebenen;1;0.0;1930;Niedrig;;Mansarddach;98.0;Durchschnitt;Durchschnitt;2.0;2.0;1362.0;1;1;71.0;Durchschnitt;Botnang;0;0.0;Freistehend;1961;2016.0;7;169.0;182734.0
1769;3;1 Ebene;2;1.0;2013;Niedrig;;Satteldach;146.0;Gut;Durchschnitt;2.0;2.0;998.0;0;3;146.0;Gut;Bad Cannstatt;0;0.0;Freistehend;2013;2020.0;3;146.0;268844.0
932;3;1 Ebene;1;1.0;1970;Niedrig;;Flachdach;106.0;Durchschnitt;Durchschnitt;1.0;2.0;803.0;0;5;106.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1970;2020.0;7;106.0;156924.0
2617;3;2 Ebenen;2;0.0;2011;Niedrig;;Satteldach;93.0;Durchschnitt;Durchschnitt;2.0;3.0;827.0;1;1;91.0;Gut;NeuStuttgart_Mitte;1;0.0;Freistehend;2011;2019.0;6;167.0;203842.0
1964;2;1 Ebene;2;0.0;2016;Niedrig;;Satteldach;127.0;Gut;Durchschnitt;2.0;3.0;1233.0;1;5;127.0;Gut;NeuStuttgart_Sued;0;0.0;Reihenhaus;2016;2017.0;6;127.0;202151.0
467;3;2 Ebenen;1;0.0;1921;Niedrig;;Satteldach;105.0;Durchschnitt;Gut;2.0;3.0;1158.0;0;3;67.0;Gut;Botnang;0;0.0;Freistehend;2004;2019.0;10;187.0;190746.0
313;3;1 Ebene;1;1.0;2015;Niedrig;Neuverkauf;Satteldach;107.0;Durchschnitt;Durchschnitt;2.0;2.0;1313.0;0;2;107.0;Gut;Plieningen;1;0.0;Freistehend;2015;2014.0;5;107.0;147888.0
1288;3;2 Ebenen;2;0.0;1911;Mittel;;Satteldach;101.0;Durchschnitt;Durchschnitt;1.0;3.0;846.0;0;2;85.0;Schlecht;Birkach;0;0.0;Freistehend;1961;2020.0;6;186.0;189494.0
188;2;1 Ebene;2;1.0;2018;Mittel;Neuverkauf;Flachdach;153.0;Sehr gut;Durchschnitt;2.0;3.0;402.0;1;3;148.0;Sehr gut;Moehringen;0;1.0;Reihenhaus;2019;2018.0;8;153.0;322433.0
2076;3;1 Ebene;1;1.0;1967;Niedrig;;Flachdach;97.0;Durchschnitt;Durchschnitt;1.0;2.0;1026.0;0;2;97.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1967;2016.0;6;97.0;136670.0
1513;4;1,5 Ebenen;2;0.0;1926;Niedrig;;Satteldach;108.0;Durchschnitt;Gut;2.0;3.0;922.0;0;1;75.0;Durchschnitt;Botnang;0;0.0;Freistehend;2015;2017.0;3;159.0;171091.0
943;4;2 Ebenen;2;0.0;2010;Niedrig;;Satteldach;96.0;Gut;Durchschnitt;2.0;3.0;1259.0;1;5;96.0;Gut;NeuStuttgart_Mitte;1;0.0;Freistehend;2011;2017.0;5;215.0;236896.0
2031;2;1 Ebene;2;1.0;2014;Niedrig;;Flachdach;166.0;Gut;Durchschnitt;3.0;3.0;1189.0;1;1;166.0;Sehr gut;NeuStuttgart_Sued;0;0.0;Freistehend;2015;2014.0;8;166.0;350064.0
1139;2;1 Ebene;2;1.0;2015;Mittel;;Flachdach;153.0;Gut;Durchschnitt;2.0;3.0;402.0;1;4;148.0;Sehr gut;Moehringen;0;1.0;Reihenhaus;2016;2017.0;1;153.0;289539.0
757;3;1 Ebene;2;0.0;1980;Niedrig;;Satteldach;124.0;Durchschnitt;Durchschnitt;2.0;2.0;964.0;1;3;119.0;Gut;Wangen;0;1.0;Freistehend;1980;2020.0;8;124.0;193047.0
632;4;2 Ebenen;2;0.0;2013;Niedrig;;Satteldach;92.0;Gut;Durchschnitt;2.0;2.0;1426.0;0;5;89.0;Gut;NeuStuttgart_West;1;0.0;Freistehend;2013;2021.0;4;177.0;249914.0
2576;3;1 Ebene;2;1.0;1964;Niedrig;;Flachdach;210.0;Durchschnitt;Gut;2.0;2.0;2109.0;2;4;168.0;Gut;Moehringen;0;0.0;Freistehend;1964;2015.0;10;210.0;211236.0
721;3;2 Ebenen;1;0.0;1951;Niedrig;;Satteldach;89.0;Durchschnitt;Durchschnitt;1.0;3.0;1326.0;2;2;74.0;Durchschnitt;Moehringen;1;0.0;Freistehend;1995;2016.0;7;161.0;222216.0
689;3;2 Ebenen;1;0.0;1988;Niedrig;;Satteldach;63.0;Durchschnitt;Durchschnitt;1.0;3.0;847.0;0;4;62.0;Gut;Bad Cannstatt;1;0.0;Freistehend;1988;2013.0;12;129.0;141750.0
17;2;1,5 Ebenen;1;0.0;1926;Unbekannt;;Flachdach;94.0;Schlecht;Schlecht;0.0;0.0;857.0;0;2;94.0;Durchschnitt;Stammheim;0;0.0;Freistehend;1993;2020.0;10;141.0;100668.0
568;3;2 Ebenen;2;0.0;2008;Niedrig;;Satteldach;87.0;Durchschnitt;Durchschnitt;2.0;3.0;832.0;0;4;87.0;Gut;Plieningen;1;0.0;Freistehend;2009;2013.0;7;170.0;168300.0
1521;2;1,5 Ebenen;1;0.0;1901;Mittel;;Flachdach;110.0;Durchschnitt;Durchschnitt;2.0;3.0;890.0;0;1;101.0;Durchschnitt;Birkach;0;0.0;Freistehend;2007;2019.0;9;173.0;142234.0
778;3;2 Ebenen;2;1.0;2003;Niedrig;;Satteldach;98.0;Gut;Durchschnitt;2.0;3.0;1025.0;1;1;69.0;Gut;NeuStuttgart_Sued;1;0.0;Freistehend;2003;2021.0;6;178.0;234025.0
1090;3;2 Ebenen;2;1.0;2014;Seelage;;Satteldach;94.0;Gut;Durchschnitt;2.0;2.0;716.0;1;2;86.0;Gut;Wangen;1;0.0;Freistehend;2014;2020.0;6;175.0;285307.0
507;3;1 Ebene;2;1.0;2013;Niedrig;;Flachdach;149.0;Gut;Durchschnitt;3.0;3.0;1169.0;0;5;145.0;Gut;Bad Cannstatt;0;0.0;Freistehend;2013;2019.0;9;149.0;284696.0
2336;3;1 Ebene;1;1.0;1966;Niedrig;;Satteldach;86.0;Durchschnitt;Gut;1.0;2.0;853.0;2;2;85.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1966;2016.0;3;86.0;118346.0
998;3;Sonstige;2;0.0;1987;Niedrig;;Satteldach;95.0;Durchschnitt;Gut;2.0;2.0;869.0;1;5;94.0;Gut;Bad Cannstatt;0;0.0;Freistehend;1987;2015.0;7;95.0;149423.0
750;3;2 Ebenen;3;0.0;2017;Niedrig;Neuverkauf;Flachdach;132.0;Sehr gut;Durchschnitt;3.0;3.0;1376.0;1;4;131.0;Sehr gut;NeuStuttgart_West;1;0.0;Freistehend;2017;2014.0;10;273.0;410698.0
2630;3;2 Ebenen;2;1.0;2011;Niedrig;;Satteldach;86.0;Gut;Durchschnitt;2.0;2.0;1226.0;0;4;86.0;Gut;Bad Cannstatt;1;0.0;Freistehend;2012;2017.0;5;169.0;247425.0
1251;2;1 Ebene;1;0.0;1931;Niedrig;;Satteldach;78.0;Durchschnitt;Durchschnitt;2.0;2.0;1094.0;0;1;66.0;Durchschnitt;Birkach;0;0.0;Freistehend;1961;2019.0;6;78.0;120711.0
1589;2;1 Ebene;1;1.0;1942;Mittel;;Satteldach;81.0;Durchschnitt;Durchschnitt;1.0;2.0;629.0;0;2;66.0;Durchschnitt;Botnang;0;0.0;Freistehend;2004;2019.0;11;81.0;119572.0
1851;4;2 Ebenen;1;0.0;1961;Mittel;;Satteldach;90.0;Durchschnitt;Sehr gut;1.0;4.0;996.0;2;3;90.0;Durchschnitt;Stammheim;1;0.0;Freistehend;2016;2015.0;4;181.0;206661.0
1912;2;2 Ebenen;1;0.0;1991;Mittel;;Satteldach;47.0;Durchschnitt;Durchschnitt;2.0;3.0;199.0;1;5;47.0;Gut;Muenster;0;0.0;;1991;2018.0;12;95.0;127566.0
2200;2;1 Ebene;1;0.0;1936;Mittel;;Satteldach;59.0;Durchschnitt;Durchschnitt;1.0;3.0;715.0;0;2;59.0;Durchschnitt;Stammheim;0;0.0;Freistehend;1961;2014.0;3;59.0;79560.0
813;3;1,5 Ebenen;1;0.0;1941;Mittel;;Satteldach;94.0;Durchschnitt;Durchschnitt;1.0;3.0;639.0;1;3;89.0;Durchschnitt;Botnang;0;0.0;Freistehend;2003;2015.0;7;132.0;128250.0
934;3;1 Ebene;2;1.0;2016;Niedrig;Neuverkauf;Satteldach;124.0;Gut;Durchschnitt;2.0;3.0;889.0;0;1;124.0;Gut;Bad Cannstatt;0;0.0;Freistehend;2017;2013.0;9;124.0;178200.0
1245;3;1,5 Ebenen;1;0.0;1956;Niedrig;;Satteldach;74.0;Durchschnitt;Durchschnitt;1.0;2.0;889.0;1;3;68.0;Durchschnitt;NeuStuttgart_Nord;1;0.0;Freistehend;1961;2021.0;4;138.0;139183.0
2817;3;1 Ebene;2;1.0;2005;Niedrig;;Flachdach;167.0;Gut;Gut;2.0;3.0;1000.0;2;2;156.0;Gut;NeuStuttgart_Ost;1;1.0;Freistehend;2006;2021.0;2;167.0;351037.0
2640;1;1 Ebene;1;1.0;1991;Niedrig;;Satteldach;96.0;Gut;Durchschnitt;2.0;3.0;372.0;1;5;96.0;Gut;NeuStuttgart_Mitte;0;0.0;;1991;2014.0;9;96.0;175968.0
184;4;2 Ebenen;2;0.0;1921;Niedrig;;Satteldach;86.0;Gut;Gut;2.0;4.0;729.0;0;4;52.0;Durchschnitt;Birkach;0;0.0;Freistehend;2019;2019.0;8;157.0;178220.0
2;3;2 Ebenen;2;1.0;2005;Niedrig;;Satteldach;70.0;Gut;Durchschnitt;2.0;2.0;917.0;0;2;70.0;Gut;Plieningen;1;0.0;Freistehend;2005;2020.0;10;143.0;217918.0
1805;3;2 Ebenen;2;0.0;2016;Niedrig;;Satteldach;77.0;Gut;Durchschnitt;2.0;3.0;778.0;0;2;72.0;Gut;Plieningen;1;0.0;Freistehend;2016;2013.0;3;147.0;166410.0
2710;3;1,5 Ebenen;1;1.0;1952;Niedrig;;Satteldach;90.0;Durchschnitt;Durchschnitt;1.0;3.0;965.0;1;2;71.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1961;2015.0;4;127.0;102211.0
174;5;2 Ebenen;2;0.0;1911;Mittel;;Flachdach;93.0;Gut;Gut;2.0;3.0;994.0;0;1;66.0;Schlecht;Birkach;0;0.0;Freistehend;2016;2013.0;6;187.0;152100.0
180;6;2,5 Ebenen;2;0.0;1913;Mittel;;Satteldach;90.0;Durchschnitt;Schlecht;0.0;2.0;586.0;0;3;94.0;Durchschnitt;Birkach;1;0.0;Doppelhaus;2011;2020.0;5;173.0;115473.0
1241;2;1 Ebene;1;1.0;1968;Niedrig;;Satteldach;85.0;Durchschnitt;Durchschnitt;1.0;2.0;984.0;0;4;85.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1968;2015.0;4;85.0;112919.0
2293;3;1 Ebene;2;0.0;2017;Niedrig;;Flachdach;177.0;Sehr gut;Durchschnitt;3.0;4.0;1181.0;1;4;177.0;Sehr gut;Wangen;0;0.0;Freistehend;2017;2016.0;3;177.0;323960.0
378;3;2 Ebenen;2;0.0;1982;Mittel;;Satteldach;58.0;Durchschnitt;Durchschnitt;1.0;2.0;174.0;0;2;58.0;Durchschnitt;Hedelfingen;1;0.0;;1982;2019.0;5;121.0;127544.0
446;3;1,5 Ebenen;2;0.0;1936;Mittel;;Satteldach;87.0;Gut;Gut;0.0;3.0;736.0;0;1;87.0;Durchschnitt;Stammheim;0;0.0;Freistehend;2014;2015.0;9;148.0;126401.0
2061;3;1 Ebene;1;0.0;1956;Niedrig;;Satteldach;92.0;Schlecht;Durchschnitt;2.0;3.0;915.0;0;4;0.0;;Sillenbuch;0;0.0;Freistehend;1961;2016.0;5;92.0;90607.0
390;4;2 Ebenen;2;1.0;1938;Mittel;;Satteldach;106.0;Durchschnitt;Durchschnitt;1.0;2.0;702.0;0;3;66.0;Durchschnitt;Stammheim;0;0.0;Freistehend;1961;2020.0;8;179.0;176466.0
1689;4;2 Ebenen;2;0.0;1987;Niedrig;;Satteldach;87.0;Durchschnitt;Durchschnitt;2.0;2.0;1044.0;0;4;0.0;;NeuStuttgart_Ost;2;0.0;Doppelhaus;1987;2017.0;11;174.0;105287.0
397;3;1 Ebene;2;0.0;2017;Niedrig;Neuverkauf;Satteldach;123.0;Gut;Durchschnitt;2.0;2.0;1180.0;0;5;123.0;Gut;NeuStuttgart_Mitte;0;0.0;Freistehend;2017;2013.0;7;123.0;156771.0
1800;2;2 Ebenen;2;0.0;2017;Seelage;Neuverkauf;Satteldach;58.0;Gut;Durchschnitt;2.0;2.0;434.0;0;2;58.0;Gut;Wangen;1;0.0;Reihenhaus;2018;2015.0;6;116.0;160325.0
731;2;1 Ebene;1;0.0;1952;Niedrig;;Satteldach;73.0;Durchschnitt;Durchschnitt;0.0;2.0;749.0;2;5;73.0;Durchschnitt;Botnang;0;0.0;Freistehend;1961;2013.0;4;73.0;90000.0
1976;3;Sonstige;1;1.0;1977;Niedrig;;Satteldach;100.0;Durchschnitt;Durchschnitt;2.0;2.0;1359.0;1;5;95.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1977;2013.0;6;100.0;143955.0
494;4;1,5 Ebenen;2;0.0;1970;Niedrig;;Satteldach;104.0;Durchschnitt;Durchschnitt;2.0;2.0;1714.0;1;3;0.0;;Degerloch;0;0.0;Freistehend;1970;2017.0;7;147.0;141538.0
343;3;1 Ebene;1;0.0;1984;Niedrig;;Flachdach;115.0;Durchschnitt;Durchschnitt;2.0;3.0;977.0;1;3;115.0;Durchschnitt;Wangen;1;0.0;Freistehend;1984;2015.0;9;115.0;170838.0
2261;3;1 Ebene;2;0.0;2018;Seelage;;Satteldach;142.0;Gut;Durchschnitt;3.0;3.0;1277.0;1;5;142.0;Gut;Wangen;0;0.0;Freistehend;2019;2020.0;5;142.0;296084.0
1594;2;1 Ebene;2;1.0;1999;Niedrig;;Satteldach;156.0;Gut;Durchschnitt;2.0;2.0;1271.0;1;4;155.0;Gut;Wangen;0;0.0;Freistehend;1999;2017.0;6;156.0;238475.0
2725;3;1 Ebene;1;0.0;1971;Niedrig;;Satteldach;145.0;Durchschnitt;Schlecht;2.0;2.0;2560.0;3;4;145.0;Durchschnitt;Moehringen;1;0.0;Freistehend;1971;2016.0;5;145.0;203487.0
1114;3;1,5 Ebenen;1;0.0;1959;Niedrig;;Satteldach;84.0;Durchschnitt;Durchschnitt;1.0;2.0;1763.0;1;1;84.0;Durchschnitt;Vaihingen;0;1.0;Freistehend;1961;2021.0;1;135.0;120091.0
1645;6;2 Ebenen;3;0.0;1978;Hoch;;Flachdach;80.0;Durchschnitt;Durchschnitt;0.0;2.0;722.0;0;3;0.0;;Zuffenhausen;0;0.0;Doppelhaus;1978;2021.0;2;246.0;197073.0
2646;3;2 Ebenen;2;0.0;2012;Niedrig;;Satteldach;82.0;Gut;Durchschnitt;2.0;3.0;953.0;1;4;82.0;Gut;NeuStuttgart_Mitte;1;0.0;Freistehend;2012;2021.0;5;189.0;274055.0
2462;3;2 Ebenen;1;0.0;1981;Mittel;;Satteldach;50.0;Durchschnitt;Durchschnitt;0.0;2.0;211.0;0;4;50.0;Durchschnitt;Untertuerkheim;1;0.0;;1981;2013.0;6;101.0;81450.0
1433;2;1 Ebene;1;0.0;1939;Mittel;;Satteldach;66.0;Durchschnitt;Gut;2.0;3.0;856.0;0;4;58.0;Durchschnitt;Birkach;0;0.0;Freistehend;2014;2021.0;5;66.0;130438.0
1547;3;1 Ebene;1;1.0;1970;Niedrig;;Flachdach;110.0;Durchschnitt;Durchschnitt;2.0;3.0;1230.0;0;3;110.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1970;2021.0;5;110.0;174903.0
186;3;1 Ebene;2;0.0;2018;Niedrig;;Satteldach;108.0;Gut;Durchschnitt;2.0;3.0;931.0;0;4;108.0;Gut;Plieningen;0;0.0;Freistehend;2018;2017.0;3;108.0;178988.0
2004;2;1 Ebene;1;0.0;1962;Niedrig;;Satteldach;80.0;Durchschnitt;Durchschnitt;2.0;2.0;1917.0;0;5;80.0;Durchschnitt;NeuStuttgart_Mitte;0;0.0;Freistehend;1962;2021.0;6;80.0;173671.0
773;3;2 Ebenen;2;1.0;2008;Niedrig;;Satteldach;130.0;Gut;Durchschnitt;3.0;3.0;961.0;1;4;129.0;Gut;NeuStuttgart_Sued;1;0.0;Freistehend;2009;2014.0;6;222.0;325728.0
884;2;1 Ebene;1;1.0;1959;Mittel;;Satteldach;104.0;Durchschnitt;Durchschnitt;2.0;3.0;1203.0;0;1;85.0;Durchschnitt;Birkach;0;0.0;Freistehend;2016;2017.0;5;104.0;154772.0
514;3;2 Ebenen;2;1.0;2004;Niedrig;;Satteldach;93.0;Gut;Durchschnitt;2.0;3.0;935.0;1;3;68.0;Gut;Plieningen;1;0.0;Freistehend;2004;2019.0;7;165.0;242561.0
881;3;2 Ebenen;2;1.0;1987;Niedrig;;Satteldach;74.0;Durchschnitt;Durchschnitt;2.0;2.0;241.0;1;3;74.0;Gut;Weilimdorf;1;0.0;Reihenhaus;1987;2015.0;7;143.0;150883.0
2793;3;Sonstige;1;0.0;1987;Niedrig;;Satteldach;88.0;Durchschnitt;Durchschnitt;2.0;2.0;1081.0;0;1;84.0;Durchschnitt;Bad Cannstatt;0;0.0;Freistehend;1987;2013.0;7;88.0;119250.0
1685;2;1,5 Ebenen;1;0.0;1951;Niedrig;;Satteldach;68.0;Durchschnitt;Durchschnitt;1.0;3.0;1016.0;0;3;68.0;Durchschnitt;Birkach;0;0.0;Freistehend;1961;2016.0;7;96.0;110349.0
961;0;Sonstige;0;1.0;1976;Niedrig;;Satteldach;89.0;Durchschnitt;Gut;1.0;3.0;1026.0;0;1;60.0;Durchschnitt;Sillenbuch;0;1.0;Freistehend;2012;2013.0;5;89.0;130500.0
1969;3;Sonstige;1;1.0;1973;Niedrig;;Satteldach;95.0;Durchschnitt;Durchschnitt;0.0;2.0;701.0;0;1;95.0;Durchschnitt;Vaihingen;0;0.0;Doppelhaus;1973;2013.0;3;95.0;111600.0
777;4;2 Ebenen;2;0.0;2016;Niedrig;;Satteldach;160.0;Gut;Durchschnitt;3.0;3.0;1383.0;1;5;158.0;Sehr gut;NeuStuttgart_Sued;1;0.0;Freistehend;2017;2016.0;5;256.0;423173.0
2755;4;Sonstige;2;0.0;1980;Niedrig;;Satteldach;132.0;Durchschnitt;Durchschnitt;2.0;3.0;1126.0;0;2;132.0;Durchschnitt;Wangen;0;1.0;Freistehend;1980;2017.0;5;132.0;192675.0
1921;2;2 Ebenen;1;0.0;1981;Mittel;;Satteldach;44.0;Durchschnitt;Durchschnitt;1.0;3.0;191.0;0;5;44.0;Durchschnitt;Hedelfingen;1;0.0;;1981;2017.0;9;91.0;111604.0
109;3;1 Ebene;1;0.0;1977;Niedrig;;Satteldach;82.0;Durchschnitt;Durchschnitt;1.0;2.0;950.0;0;4;80.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1977;2018.0;10;82.0;120448.0
706;3;1 Ebene;1;1.0;2014;Niedrig;;Satteldach;101.0;Gut;Durchschnitt;2.0;3.0;1251.0;0;2;101.0;Gut;Plieningen;0;0.0;Freistehend;2015;2016.0;5;101.0;150844.0
2214;4;2,5 Ebenen;2;0.0;1950;Niedrig;;Satteldach;97.0;Durchschnitt;Durchschnitt;1.0;2.0;846.0;1;1;66.0;Durchschnitt;Zuffenhausen;1;0.0;Freistehend;2008;2018.0;7;203.0;196550.0
1375;4;2 Ebenen;1;1.0;1951;Niedrig;;Satteldach;70.0;Durchschnitt;Durchschnitt;1.0;2.0;913.0;1;3;70.0;Durchschnitt;NeuStuttgart_Nord;0;0.0;Freistehend;1961;2019.0;10;140.0;122989.0
2513;4;1,5 Ebenen;2;0.0;1969;Niedrig;;Satteldach;134.0;Gut;Durchschnitt;2.0;3.0;15907.0;2;2;134.0;Gut;Degerloch;0;1.0;Freistehend;2017;2015.0;6;199.0;269642.0
2730;2;Sonstige;1;1.0;1978;Niedrig;;Satteldach;87.0;Durchschnitt;Durchschnitt;1.0;2.0;997.0;1;5;87.0;Gut;NeuStuttgart_Nord;0;0.0;Freistehend;1978;2016.0;8;87.0;119966.0
564;2;1 Ebene;1;0.0;1936;Mittel;;Satteldach;96.0;Durchschnitt;Durchschnitt;2.0;2.0;733.0;0;3;96.0;Durchschnitt;Stammheim;0;0.0;Freistehend;2003;2018.0;7;96.0;139610.0
